customer_id,age,annual_income,monthly_spending,purchase_frequency,avg_transaction_value,website_visits_monthly,avg_session_minutes,days_since_last_purchase,support_contacts_yearly,discount_usage_percent,loyalty_years,satisfaction_score
CUST-019550,61,73375.28,871.01,8,103.65,9,8.36,10,1,29.61,3.25,9.16
CUST-019551,28,35921.63,1192.94,13,82.48,40,17.99,40,4,65.59,2.33,7.32
CUST-019552,57,61132.51,653.86,9,111.43,17,13.9,38,2,49.58,0.68,8.62
CUST-019553,29,56629.5,1509.19,11,122.32,36,11.37,21,2,76.23,1.67,7.25
CUST-019554,31,58981.96,824.05,7,163.16,16,6.85,13,2,59.38,4.96,5.65
CUST-019555,28,58926.02,1523.18,5,124.19,19,13.45,23,1,35.63,5.19,7.54
CUST-019556,38,63410.78,1195.94,11,125.52,16,8.85,21,1,22.35,1.97,6.54
CUST-019557,44,55916.11,1105.66,7,51.93,21,10.25,47,2,49.1,7.17,6.43
CUST-019558,50,59289.04,491.55,9,67.81,1,6.9,54,4,36.42,7.58,7.66
CUST-019559,72,48162.66,364.51,5,106.56,13,7.24,59,3,35.69,7.64,6.4
CUST-019560,56,57582.86,1168.42,10,85.07,22,3.16,44,3,54.31,3.37,8.23
CUST-019561,33,67829.57,1238.18,5,96.67,12,8.77,24,0,27.63,3.62,5.83
CUST-019562,36,42279.14,1328.85,15,83.68,37,16.59,9,3,69.08,1.59,5.58
CUST-019563,56,54118.56,860.51,6,147.68,20,11.61,18,3,48.85,1.07,7.62
CUST-019564,43,60047.74,1777.27,15,194.22,28,10.12,0,2,17.12,8.3,7.76
CUST-019565,30,41260.77,847.24,6,127.15,14,13.7,24,2,39.06,2.48,7.85
CUST-019566,18,34462.24,1210.94,11,86.29,35,17.55,9,3,97.63,0.33,7.74
CUST-019567,52,49895.92,403.79,7,70.35,12,4.77,75,4,41.51,1.59,7.27
CUST-019568,43,62344.97,806.62,10,105.78,18,8.99,39,0,31.31,5.22,8.39
CUST-019569,56,51995.5,465.53,5,54.23,5,3.28,53,5,29.89,7.79,6.15
CUST-019570,55,49280.59,468.47,2,67.73,9,1.02,54,4,28.15,6.49,6.66
CUST-019571,63,48500.55,323.25,4,77.62,5,1.0,76,3,47.34,6.57,4.62
CUST-019572,38,33580.71,1678.57,15,69.6,28,16.92,9,4,51.91,8.0,7.65
CUST-019573,51,57200.63,333.43,4,48.52,11,2.63,54,5,15.89,5.19,5.32
CUST-019574,32,41214.89,1553.44,10,71.25,33,20.17,8,4,63.53,0.57,7.11
CUST-019575,58,52937.27,490.75,4,60.33,9,5.21,77,4,21.52,5.1,5.2
CUST-019576,42,46011.42,1023.75,8,123.02,26,9.81,28,4,42.11,2.34,7.41
CUST-019577,37,49613.87,955.1,12,73.25,42,18.29,21,3,69.74,1.34,7.08
CUST-019578,32,48617.4,969.74,11,81.89,41,15.16,2,3,70.67,1.8,7.74
CUST-019579,39,54706.91,850.51,4,92.94,15,6.02,23,3,6.87,3.76,6.3
CUST-019580,35,58475.48,705.45,8,121.2,19,9.76,10,3,46.42,1.66,9.0
CUST-019581,37,49605.09,783.8,7,65.4,11,13.98,30,2,36.0,2.21,7.72
CUST-019582,70,123809.66,1595.11,16,180.05,12,17.68,10,0,15.64,6.55,7.55
CUST-019583,48,67541.59,1608.04,5,135.01,20,5.87,8,4,17.65,2.3,6.48
CUST-019584,44,51849.3,731.32,6,142.83,3,12.33,30,5,22.02,1.7,6.28
CUST-019585,28,57539.28,712.69,7,72.2,18,11.49,18,0,10.55,1.93,6.5
CUST-019586,32,54908.25,920.43,13,88.94,42,18.92,20,2,53.38,2.51,8.32
CUST-019587,29,72938.63,1043.56,10,167.22,13,7.92,8,2,39.55,3.23,8.95
CUST-019588,41,58182.44,998.98,6,112.97,14,11.88,11,2,39.28,3.95,7.14
CUST-019589,41,90036.88,2476.72,14,208.94,28,14.52,23,1,1.71,6.27,7.85
CUST-019590,49,89511.89,2296.8,18,159.06,17,12.49,18,2,11.61,6.87,9.02
CUST-019591,50,65689.82,489.44,5,121.89,18,9.12,31,1,51.64,0.38,8.19
CUST-019592,55,53624.21,403.66,4,97.48,11,3.13,75,4,9.79,3.65,6.77
CUST-019593,53,91465.12,2587.39,14,194.17,27,7.48,13,1,18.08,9.08,8.68
CUST-019594,37,64373.54,1116.04,8,94.81,15,3.67,26,1,29.21,2.61,6.34
CUST-019595,37,40216.25,1354.19,15,19.92,35,21.26,14,3,82.7,0.77,7.42
CUST-019596,52,52328.46,202.64,1,66.02,8,9.03,75,4,43.54,7.8,4.96
CUST-019597,51,108763.21,2377.79,16,189.94,35,16.31,4,1,19.11,8.63,8.24
CUST-019598,47,72357.7,1301.31,9,114.18,13,8.16,40,2,36.38,0.19,5.73
CUST-019599,29,52556.64,1506.03,16,86.24,35,15.12,22,3,53.15,0.73,7.85
CUST-019600,50,142776.13,2291.83,16,202.24,20,6.18,8,1,8.53,6.44,9.1
CUST-019601,44,146449.05,2344.94,15,156.08,25,12.63,9,1,21.24,2.91,8.0
CUST-019602,62,47792.25,287.32,1,69.08,10,1.0,68,4,21.75,4.0,4.96
CUST-019603,67,52449.03,467.34,4,101.55,13,4.1,57,3,19.37,6.04,7.7
CUST-019604,43,44832.42,1211.75,13,81.61,30,19.64,6,1,73.65,5.24,7.55
CUST-019605,48,66129.53,859.32,12,91.4,15,7.34,13,4,3.48,3.06,8.17
CUST-019606,36,62388.38,1478.57,13,127.1,34,11.96,24,2,49.38,0.3,7.87
CUST-019607,49,55382.77,397.71,2,110.59,2,1.0,74,4,22.22,7.14,5.78
CUST-019608,58,59806.2,438.13,2,102.96,5,1.0,75,3,23.41,3.36,6.25
CUST-019609,58,50133.8,871.43,10,122.78,19,7.76,19,0,19.32,4.41,5.02
CUST-019610,51,39728.74,1073.72,5,124.29,19,9.53,29,2,27.33,3.72,7.38
CUST-019611,61,61348.13,1017.18,7,149.17,14,3.43,12,2,28.52,1.4,7.33
CUST-019612,50,52509.73,507.52,4,113.28,8,1.0,54,4,10.35,5.07,5.58
CUST-019613,38,110619.82,2690.48,15,164.53,30,13.56,0,0,47.67,8.81,9.29
CUST-019614,50,63422.14,2811.52,14,155.73,23,16.44,27,1,30.8,7.45,9.15
CUST-019615,50,118195.11,1604.05,20,154.98,26,11.07,9,0,14.05,6.49,9.69
CUST-019616,51,61420.13,703.71,10,106.95,24,9.66,28,1,28.55,3.19,6.44
CUST-019617,68,53225.78,229.44,1,88.34,9,4.55,75,4,36.56,4.4,5.54
CUST-019618,58,122235.71,3048.49,18,188.1,25,9.1,0,2,25.03,7.18,8.11
CUST-019619,42,54086.86,724.32,7,113.93,16,12.47,26,2,12.63,4.57,6.89
CUST-019620,18,32791.05,1496.93,15,99.87,34,16.31,11,3,75.21,5.28,7.05
CUST-019621,47,48709.33,1114.26,13,55.33,26,13.57,26,2,48.68,3.06,6.44
CUST-019622,28,46361.53,1220.0,11,73.84,30,19.75,11,4,92.18,6.88,6.26
CUST-019623,56,60000.86,509.49,2,101.83,1,5.62,68,3,30.52,4.01,5.95
CUST-019624,53,33941.79,1061.07,11,148.55,11,5.4,30,2,37.03,8.99,8.33
CUST-019625,24,63537.72,925.71,5,100.0,19,11.8,37,4,28.17,6.06,7.49
CUST-019626,45,57962.75,1226.9,9,114.45,15,8.32,35,1,40.39,6.83,8.09
CUST-019627,36,46889.32,1155.28,13,120.49,41,18.04,9,3,58.53,0.65,5.78
CUST-019628,39,45056.82,347.04,7,105.04,15,9.82,74,4,25.4,8.39,4.27
CUST-019629,38,126806.95,3006.71,13,217.52,23,10.81,10,2,38.03,6.83,7.52
CUST-019630,24,49813.26,1764.12,10,58.81,38,14.86,0,1,77.81,3.25,7.45
CUST-019631,21,54949.95,1340.28,17,109.84,40,17.24,11,2,54.72,0.87,6.42
CUST-019632,64,40871.53,379.44,2,137.48,11,6.86,67,7,35.66,6.33,4.76
CUST-019633,52,89500.74,1804.74,15,175.37,23,13.93,15,2,26.27,4.88,9.59
CUST-019634,34,50674.58,1031.75,7,111.18,18,10.12,27,1,69.55,6.39,6.31
CUST-019635,35,27810.04,1467.88,10,70.95,37,20.47,2,3,60.79,3.37,6.72
CUST-019636,66,47072.5,516.33,1,56.29,3,1.28,39,4,37.02,4.71,5.59
CUST-019637,36,52561.83,1659.73,15,77.23,28,21.66,0,3,40.12,0.0,6.77
CUST-019638,65,56916.52,223.68,3,114.43,6,3.64,71,4,37.51,2.56,5.27
CUST-019639,56,123195.46,2727.73,18,151.26,25,10.11,21,1,14.07,5.38,9.58
CUST-019640,21,50653.59,736.3,10,58.52,36,20.41,21,2,76.21,1.6,7.07
CUST-019641,48,73302.52,953.17,9,95.9,22,11.76,3,1,18.28,4.89,8.19
CUST-019642,47,119736.42,2062.25,18,194.43,26,17.25,39,3,15.69,8.33,8.26
CUST-019643,46,65433.15,660.65,7,99.91,16,7.37,11,2,45.61,6.15,7.19
CUST-019644,42,70265.26,845.34,8,138.9,22,4.42,40,2,26.45,1.92,7.64
CUST-019645,41,70130.77,330.33,9,68.67,19,6.23,39,2,59.37,2.99,8.0
CUST-019646,29,43842.15,1349.15,14,85.15,38,17.06,22,3,84.11,4.14,8.56
CUST-019647,53,47191.13,281.37,2,113.59,3,3.56,75,6,13.18,3.55,6.03
CUST-019648,62,85410.23,2536.51,12,173.28,13,15.23,0,1,35.46,6.36,8.6
CUST-019649,43,109830.29,2470.21,19,181.69,24,11.65,32,2,22.66,6.17,10.0
CUST-019650,57,59662.05,1202.88,7,111.79,8,8.06,16,1,18.38,4.78,6.67
CUST-019651,43,99248.51,2412.46,14,177.46,22,12.35,7,1,20.68,9.62,8.69
CUST-019652,39,70332.0,1031.82,7,61.66,18,5.04,22,2,17.46,2.37,6.73
CUST-019653,40,43825.09,1384.45,15,85.36,29,18.75,12,2,80.01,0.35,6.44
CUST-019654,52,52429.63,579.42,1,62.47,5,6.8,88,3,38.81,5.21,7.41
CUST-019655,41,102278.68,3626.69,19,178.39,29,15.55,25,2,16.24,6.93,8.53
CUST-019656,36,41272.75,1336.44,11,128.76,40,18.74,18,3,45.65,0.8,6.71
CUST-019657,33,41872.66,1086.44,11,90.04,37,17.19,0,3,93.61,0.82,6.32
CUST-019658,31,55293.93,730.82,6,81.91,20,11.16,10,1,44.26,5.11,9.12
CUST-019659,54,103616.94,2722.76,21,172.43,27,15.83,0,0,37.14,8.58,7.99
CUST-019660,33,60395.03,911.39,7,83.82,24,9.02,44,2,27.0,4.69,7.75
CUST-019661,48,97637.5,2943.03,11,190.7,29,13.66,5,0,32.22,8.02,6.8
CUST-019662,47,55050.0,329.21,6,87.89,5,4.91,84,5,3.54,4.23,3.93
CUST-019663,41,129138.31,3161.37,16,182.19,32,13.4,10,1,23.13,8.01,10.0
CUST-019664,51,121731.92,2915.72,13,185.22,14,16.82,30,0,19.17,6.16,6.18
CUST-019665,50,57919.1,949.78,8,134.46,21,9.4,18,2,32.77,3.56,8.67
CUST-019666,48,118577.88,2447.72,17,164.8,28,14.74,8,0,43.43,9.21,9.88
CUST-019667,56,72829.52,513.89,5,91.76,10,12.23,72,3,23.12,6.87,4.37
CUST-019668,61,107855.49,2080.07,16,210.79,16,12.82,14,4,12.29,8.57,7.63
CUST-019669,46,56961.34,1285.98,12,102.78,33,18.85,0,2,67.24,1.98,7.54
CUST-019670,44,62160.54,838.15,7,59.97,17,12.25,22,1,41.63,5.04,7.28
CUST-019671,53,65371.48,1045.44,9,106.08,13,14.71,19,2,32.3,3.01,6.25
CUST-019672,34,150027.73,1747.63,12,163.54,23,6.39,0,1,13.76,9.04,8.29
CUST-019673,55,53265.29,318.02,4,116.67,22,1.0,52,2,26.93,4.96,5.35
CUST-019674,41,67120.47,1253.19,11,135.33,10,10.63,10,1,14.88,1.67,8.65
CUST-019675,37,54588.99,1442.33,12,40.77,37,19.82,0,1,61.58,0.39,8.44
CUST-019676,29,71604.59,1091.46,7,125.39,9,11.2,19,2,48.48,3.89,7.69
CUST-019677,30,44427.83,1106.74,14,81.73,44,19.55,0,3,65.13,1.6,6.53
CUST-019678,35,52804.03,1244.95,11,80.46,27,16.65,0,1,59.5,0.0,8.92
CUST-019679,40,46167.32,1504.03,14,76.26,37,23.89,30,4,86.25,1.07,8.29
CUST-019680,25,52436.1,1002.75,4,102.94,26,4.87,35,4,25.12,8.28,8.06
CUST-019681,49,76471.41,899.01,9,168.96,12,8.31,28,3,37.22,6.63,7.02
CUST-019682,55,57457.86,348.94,3,47.77,5,5.34,54,5,15.02,3.92,6.09
CUST-019683,33,58229.55,1152.97,16,42.62,39,21.15,14,1,63.36,0.84,6.23
CUST-019684,39,46786.59,634.38,7,128.72,10,13.48,20,3,43.35,9.06,6.39
CUST-019685,52,153896.79,2816.94,13,187.34,20,11.67,35,2,10.39,10.7,7.03
CUST-019686,38,71693.26,1524.61,10,133.66,27,9.3,24,3,43.07,1.61,7.07
CUST-019687,55,105422.74,1749.31,14,201.41,21,14.41,6,1,31.79,7.28,8.95
CUST-019688,44,123393.7,2420.44,16,135.5,25,13.97,39,2,32.26,8.39,7.14
CUST-019689,54,53113.17,537.58,8,119.96,11,11.49,27,0,42.25,6.76,8.46
CUST-019690,35,119479.59,3363.59,16,152.66,20,8.36,0,4,2.93,10.22,9.33
CUST-019691,38,45214.14,821.69,12,105.32,34,18.29,26,1,58.25,2.36,7.07
CUST-019692,44,52826.3,417.75,1,68.01,14,4.66,61,2,0.0,4.86,5.4
CUST-019693,31,50748.07,1514.91,8,76.94,42,18.82,14,4,68.94,0.0,7.98
CUST-019694,47,115024.19,3110.53,13,185.94,25,16.07,5,0,0.0,10.4,7.9
CUST-019695,25,49919.11,1101.59,13,94.49,43,18.56,8,2,84.75,1.39,8.04
CUST-019696,30,53700.22,908.3,7,159.54,17,10.41,36,0,47.8,4.5,7.6
CUST-019697,22,24750.8,1151.28,11,106.73,46,19.71,11,5,55.94,2.87,7.04
CUST-019698,48,47324.5,1215.31,9,111.06,8,11.52,21,3,33.86,3.83,7.36
CUST-019699,36,53333.56,664.77,10,124.09,7,13.4,35,3,31.88,2.42,6.47
CUST-019700,23,52306.4,1714.56,15,108.89,36,16.99,19,2,85.64,1.91,6.64
CUST-019701,32,67951.01,681.94,11,123.35,24,5.48,23,0,32.09,4.41,8.01
CUST-019702,18,44314.1,1204.82,19,39.49,42,20.84,10,2,79.6,3.81,5.94
CUST-019703,37,50268.01,1030.53,12,78.33,36,19.25,45,3,68.28,2.62,7.05
CUST-019704,45,48520.74,513.04,9,128.77,13,6.23,17,2,19.07,2.87,6.43
CUST-019705,51,117061.59,1726.57,20,164.43,20,14.15,17,1,16.77,6.24,7.26
CUST-019706,21,54200.5,844.31,13,40.45,35,23.81,17,3,85.66,0.0,6.83
CUST-019707,19,39450.74,1484.05,14,71.34,39,20.58,0,1,79.35,1.22,5.98
CUST-019708,57,84117.71,352.49,2,65.42,10,3.95,70,2,9.29,2.36,5.64
CUST-019709,69,142535.45,2152.85,13,156.9,27,10.04,1,0,5.87,5.21,8.74
CUST-019710,59,61028.38,414.95,7,111.55,15,9.87,88,3,17.86,7.06,5.37
CUST-019711,45,119738.68,2603.16,18,182.91,21,15.28,5,2,3.5,8.73,8.62
CUST-019712,37,62274.92,845.49,7,46.44,13,7.16,12,2,35.77,6.31,8.08
CUST-019713,27,35916.14,1568.85,14,62.67,39,13.97,5,2,75.76,2.47,6.43
CUST-019714,42,60470.15,626.27,10,111.87,16,9.89,20,1,27.11,3.58,7.61
CUST-019715,41,77432.06,901.33,7,133.01,11,8.58,32,2,35.22,2.77,8.69
CUST-019716,40,60382.37,904.54,8,90.99,16,6.97,23,1,34.71,1.99,7.89
CUST-019717,56,46832.08,418.17,5,105.58,1,9.27,56,3,36.66,4.86,4.65
CUST-019718,65,44824.26,564.72,1,61.16,9,8.34,82,3,22.13,4.74,7.37
CUST-019719,68,69013.17,369.83,1,81.73,5,9.43,60,3,31.56,6.35,8.03
CUST-019720,62,127839.39,1192.61,16,128.38,20,16.92,0,0,28.05,6.13,8.76
CUST-019721,56,103084.68,3138.22,15,205.12,17,6.52,17,2,10.53,6.18,9.07
CUST-019722,60,82639.15,396.12,1,65.61,19,7.84,75,5,35.61,4.97,6.96
CUST-019723,45,115731.88,1852.55,11,193.37,17,15.2,14,2,21.3,4.25,8.2
CUST-019724,57,112712.94,1940.17,17,136.57,27,11.39,9,0,8.54,10.02,8.27
CUST-019725,36,57524.07,217.29,7,126.15,16,11.44,36,0,48.58,6.85,7.02
CUST-019726,46,52993.26,1505.81,10,67.36,35,18.32,0,2,75.27,3.17,6.05
CUST-019727,21,54242.4,1461.9,14,88.66,31,15.99,5,5,47.6,0.04,8.43
CUST-019728,59,115588.9,2473.11,16,196.97,20,9.17,9,1,17.34,5.41,10.0
CUST-019729,29,72492.34,978.77,8,77.75,15,8.32,42,3,49.92,4.16,8.55
CUST-019730,18,55581.63,800.49,13,124.63,26,15.97,11,1,66.14,1.72,7.23
CUST-019731,22,40785.3,1413.89,9,62.21,50,18.4,28,3,61.9,1.49,6.44
CUST-019732,37,73160.93,1000.98,12,83.81,21,12.73,17,1,31.12,4.3,8.39
CUST-019733,65,52447.17,3646.67,17,187.88,24,11.39,0,2,14.7,8.6,8.11
CUST-019734,45,70534.7,526.99,2,48.21,7,1.0,57,3,28.34,6.37,6.64
CUST-019735,33,57267.31,1172.53,12,115.02,40,15.77,13,2,75.02,0.25,7.06
CUST-019736,30,57291.95,1004.38,9,114.65,41,24.26,26,3,70.22,4.72,7.27
CUST-019737,33,45710.98,1583.44,15,73.34,33,17.58,9,1,58.32,0.85,6.34
CUST-019738,61,53196.12,481.74,7,107.21,14,7.84,80,7,35.69,5.82,5.46
CUST-019739,51,89339.63,2259.15,18,198.24,25,8.27,0,2,15.74,9.18,7.77
CUST-019740,33,46216.76,1117.06,11,75.11,13,8.84,16,3,57.08,3.66,8.81
CUST-019741,45,126187.6,3253.24,20,184.82,26,15.82,23,0,29.49,7.2,9.12
CUST-019742,41,49542.03,512.8,1,151.85,5,2.82,71,5,39.42,4.97,5.19
CUST-019743,57,52821.47,1137.27,6,103.94,10,4.95,26,2,51.03,4.17,9.04
CUST-019744,49,73667.48,1224.49,6,69.55,15,3.73,24,0,43.72,6.09,9.11
CUST-019745,44,88326.4,789.85,8,110.96,23,6.57,8,1,22.97,5.11,6.97
CUST-019746,31,41188.6,830.07,12,143.45,31,18.56,19,3,64.65,2.62,6.92
CUST-019747,24,51480.89,1246.08,12,94.56,42,16.1,0,3,62.38,3.38,5.94
CUST-019748,50,123075.76,2431.78,18,191.46,36,12.92,6,1,36.45,6.39,7.88
CUST-019749,29,79490.14,793.82,10,128.44,8,10.07,29,0,21.51,1.92,6.49
CUST-019750,18,50421.64,1388.41,14,109.09,40,17.15,0,6,62.69,0.0,7.3
CUST-019751,38,69382.09,972.86,11,98.76,14,7.14,24,5,38.97,3.08,6.14
CUST-019752,22,45645.68,1014.54,11,82.28,33,16.25,30,3,72.15,0.0,7.36
CUST-019753,41,66081.82,773.36,10,150.99,11,10.72,15,2,15.12,2.94,8.11
CUST-019754,63,71223.89,385.17,4,63.78,9,4.99,77,2,15.76,4.08,5.87
CUST-019755,49,67241.65,3510.2,13,166.79,26,12.97,20,3,11.07,5.44,9.44
CUST-019756,27,47932.39,1311.01,12,63.15,37,16.63,10,4,62.63,0.0,6.78
CUST-019757,36,72458.8,1183.69,8,103.62,16,9.57,21,2,30.53,2.67,8.04
CUST-019758,41,63416.96,746.11,4,95.74,8,6.65,33,3,47.9,2.77,7.78
CUST-019759,44,49433.81,1373.89,13,61.86,40,11.12,12,4,65.62,2.46,6.78
CUST-019760,37,45413.25,468.26,11,83.28,41,12.57,12,2,63.71,1.12,6.44
CUST-019761,34,54666.82,1023.25,15,60.72,35,12.96,17,2,77.2,0.03,7.74
CUST-019762,18,47192.25,1674.98,16,116.71,37,16.17,6,3,95.02,4.27,6.85
CUST-019763,29,37233.04,890.53,15,78.2,41,18.38,11,3,83.01,3.49,7.4
CUST-019764,60,67962.4,503.11,8,39.86,8,5.44,66,3,21.54,5.44,6.92
CUST-019765,57,106210.19,2510.25,19,158.62,11,5.57,14,1,36.57,4.19,8.2
CUST-019766,62,65646.47,493.61,4,120.18,6,8.39,73,3,29.82,5.34,5.02
CUST-019767,36,108983.41,1453.08,16,182.59,25,17.05,2,0,32.6,9.27,8.83
CUST-019768,61,58071.93,2119.05,19,195.97,31,13.65,10,2,16.87,5.2,7.86
CUST-019769,26,40440.89,1181.64,13,80.66,43,16.32,22,4,57.44,2.73,6.07
CUST-019770,39,76660.95,986.79,8,86.03,15,11.6,28,2,39.39,1.35,7.92
CUST-019771,37,65203.37,954.35,6,154.46,18,6.93,19,1,42.67,4.55,7.87
CUST-019772,55,51096.46,892.7,10,73.85,18,9.01,25,2,19.31,5.11,5.55
CUST-019773,46,98784.87,2697.84,18,137.44,26,14.78,0,1,10.32,8.54,8.73
CUST-019774,23,52636.68,1222.08,16,122.92,34,18.82,27,3,79.15,0.0,6.99
CUST-019775,42,77227.47,553.39,10,134.24,25,11.31,20,2,32.87,6.33,6.25
CUST-019776,40,55817.51,831.93,8,126.38,22,7.52,12,1,49.76,4.1,7.05
CUST-019777,42,120858.18,2485.13,12,185.08,26,10.53,0,2,13.25,5.78,8.31
CUST-019778,31,75975.73,857.17,6,106.74,11,6.33,46,1,26.13,4.73,6.92
CUST-019779,44,41113.74,866.79,9,49.84,13,11.2,33,3,29.44,2.51,7.44
CUST-019780,44,48672.04,783.69,7,135.83,22,7.95,27,1,25.6,4.39,8.79
CUST-019781,45,56822.56,498.11,6,140.63,1,8.27,77,2,21.73,7.83,4.76
CUST-019782,24,55685.18,912.25,14,105.11,45,19.61,32,3,52.82,4.44,7.38
CUST-019783,45,69346.69,971.63,9,97.24,5,6.27,13,3,31.38,2.97,6.6
CUST-019784,48,66150.7,975.27,8,82.34,19,9.25,22,2,28.37,4.39,6.94
CUST-019785,41,72244.36,819.2,10,96.43,11,10.14,20,3,29.07,3.52,9.08
CUST-019786,56,104911.07,2923.66,17,178.5,17,14.19,17,1,17.12,9.98,10.0
CUST-019787,52,105360.25,3010.24,11,160.59,13,12.42,7,2,14.45,6.21,7.55
CUST-019788,56,60001.67,447.07,2,124.12,7,7.86,77,1,10.07,4.68,5.87
CUST-019789,31,56272.18,943.91,12,73.5,36,16.65,28,2,79.95,1.49,7.63
CUST-019790,39,135439.22,2591.66,17,204.94,21,15.42,0,1,21.9,6.69,8.18
CUST-019791,49,81373.97,125.86,10,90.21,12,14.47,22,4,26.84,1.3,8.26
CUST-019792,35,51951.45,1100.98,12,73.8,40,22.5,8,4,69.77,3.93,6.06
CUST-019793,50,49843.11,509.46,2,70.58,3,7.48,77,5,7.85,6.34,6.54
CUST-019794,38,49741.88,824.53,8,121.14,16,9.05,39,2,17.97,5.46,9.04
CUST-019795,58,52940.59,312.16,2,121.49,2,8.84,68,3,23.81,3.9,6.4
CUST-019796,35,69635.34,1347.0,9,143.84,15,7.3,27,0,27.03,3.92,8.04
CUST-019797,27,46988.82,1577.07,14,67.61,40,16.07,9,2,63.13,0.0,7.4
CUST-019798,48,57861.28,785.78,7,82.59,8,6.31,12,2,41.24,3.79,6.46
CUST-019799,28,49163.21,1170.27,13,73.21,39,20.9,29,3,53.02,4.75,7.38
CUST-019800,36,53969.86,920.45,6,114.31,14,8.44,19,3,27.83,3.35,6.44
CUST-019801,48,75191.88,2630.9,21,191.45,20,10.45,15,0,44.03,8.24,7.39
CUST-019802,19,56479.34,1669.27,12,88.83,43,12.13,1,3,68.9,1.57,8.68
CUST-019803,24,37770.87,1469.42,14,105.87,34,18.68,21,4,66.09,0.0,6.91
CUST-019804,32,55040.11,1019.79,11,103.78,39,19.82,15,1,79.8,0.17,6.59
CUST-019805,31,56341.97,842.76,9,23.17,12,8.68,30,1,36.54,1.4,7.95
CUST-019806,38,49178.46,1580.75,17,133.2,40,18.47,31,4,90.03,0.47,7.97
CUST-019807,52,62948.73,859.32,7,123.38,16,6.09,5,2,31.07,5.08,7.07
CUST-019808,39,39946.43,1259.55,16,54.22,45,20.03,33,4,77.4,2.54,5.54
CUST-019809,29,51088.57,738.26,7,89.41,21,7.37,18,3,34.31,5.42,8.35
CUST-019810,44,152391.35,2654.5,17,166.62,26,8.79,23,0,17.93,5.62,9.81
CUST-019811,44,115777.58,2553.32,18,160.79,27,12.19,17,0,17.94,6.8,8.89
CUST-019812,48,60208.54,250.42,1,87.15,3,6.22,95,5,33.62,3.58,6.72
CUST-019813,20,46802.6,1092.94,10,121.01,37,16.9,0,2,78.69,1.61,8.56
CUST-019814,34,100721.43,767.97,9,61.33,13,10.31,40,1,48.58,5.39,7.65
CUST-019815,23,36869.02,1730.25,14,82.48,43,20.71,6,2,73.02,0.63,9.03
CUST-019816,31,73125.23,1267.48,9,70.79,3,7.95,40,3,40.74,5.97,7.22
CUST-019817,31,76202.43,961.75,7,136.61,20,10.14,37,4,55.81,6.35,8.75
CUST-019818,40,106060.64,2900.99,17,208.57,25,12.79,3,1,18.52,8.11,9.43
CUST-019819,34,41399.68,1330.35,12,106.05,41,18.78,0,4,74.75,4.03,7.63
CUST-019820,52,47846.17,541.09,5,113.66,9,1.0,59,4,6.2,4.68,3.93
CUST-019821,38,63987.19,413.11,4,101.37,11,7.21,68,6,33.7,4.09,6.35
CUST-019822,55,78667.78,582.56,10,129.84,26,8.58,26,1,49.62,4.73,7.33
CUST-019823,38,42265.83,973.89,7,111.23,12,14.31,0,4,33.37,4.13,6.19
CUST-019824,46,45753.23,521.58,3,116.12,5,1.41,88,5,29.77,5.54,6.84
CUST-019825,28,58549.87,960.67,9,95.84,12,4.42,18,3,24.08,3.79,8.42
CUST-019826,38,53359.26,1007.4,14,110.31,40,14.97,23,5,84.28,3.43,5.51
CUST-019827,47,60422.74,362.97,4,66.56,1,1.0,45,4,31.29,3.37,6.2
CUST-019828,53,67427.53,768.4,6,130.5,11,8.62,9,3,38.81,4.45,5.38
CUST-019829,68,132408.75,2530.18,17,164.38,22,13.79,13,1,21.75,6.79,7.32
CUST-019830,43,59331.5,339.89,2,72.38,6,8.14,60,4,38.3,6.1,7.9
CUST-019831,37,43792.57,990.98,13,108.86,39,19.98,3,5,73.08,1.47,8.02
CUST-019832,54,59600.2,511.19,3,131.93,1,2.07,72,3,34.69,4.87,4.56
CUST-019833,32,53833.27,1748.75,9,112.6,35,22.85,24,6,66.09,4.28,6.98
CUST-019834,54,111399.89,2464.81,16,191.8,29,15.86,23,1,20.89,5.71,8.62
CUST-019835,50,64579.22,297.78,2,87.55,4,8.9,85,4,23.72,6.64,5.74
CUST-019836,31,56981.7,1273.65,15,78.21,33,16.25,24,6,44.48,1.02,6.95
CUST-019837,57,53756.6,614.73,1,92.96,4,5.38,38,6,31.07,4.66,6.23
CUST-019838,54,137635.2,2482.53,16,130.59,14,17.3,9,0,23.04,6.68,9.16
CUST-019839,46,132177.35,2219.89,16,184.99,25,14.5,3,0,22.31,7.05,8.16
CUST-019840,50,104907.8,1952.05,12,181.02,25,12.63,1,3,23.06,7.94,7.23
CUST-019841,39,73300.7,868.79,7,73.7,19,9.07,31,2,36.58,7.37,6.37
CUST-019842,56,60809.74,394.52,6,82.6,6,1.69,52,4,26.65,4.97,5.3
CUST-019843,61,60952.75,517.25,5,99.88,3,3.08,73,4,14.55,4.64,6.74
CUST-019844,42,118096.69,2916.2,15,160.39,30,12.06,10,1,29.51,7.4,9.78
CUST-019845,52,48892.09,568.76,2,82.55,7,6.02,60,6,26.14,5.78,5.58
CUST-019846,49,146964.73,1864.68,16,108.0,23,10.18,2,1,1.76,7.27,8.85
CUST-019847,53,45791.02,458.0,5,93.48,6,5.62,72,5,9.24,4.8,5.94
